392,801
108,210
237,465
397,795
315,593
406,782
667,1361
402,767
377,751
126,503
406,845
173,647
417,818
190,376
203,411
314,648
379,762
122,515
204,425
153,623
690,1400
178,296
393,497
192,440
542,1083
222,482
618,1259
101,537
186,399
307,637
342,654
115,539
248,443
643,1230
397,506
582,1159
229,364
384,752
360,702
130,269
576,1156
275,599
218,399
430,852
157,585
328,627
545,1108
215,457
115,292
228,464
461,922
363,718
512,619
382,743
329,657
580,1159
114,542
475,712
200,619
314,696
663,1296
336,689
125,327
662,1285
329,664
201,409
543,1054
354,690
206,705
119,545
177,364
649,1283
405,817
383,705
222,471
135,385
357,714
527,762
503,997
677,1321
329,660
417,834
367,735
537,1071
403,791
599,1209
588,1185
160,527
102,633
188,379
545,1087
125,602
539,1092
549,990
562,1130
224,423
204,382
177,348
162,392
305,643
215,416
358,713
213,633
620,1235
534,777
366,729
366,715
292,621
195,406
592,1158
243,500
487,954
479,898
232,447
131,595
327,675
339,646
386,776
341,695
488,945
382,744
399,766
491,989
362,725
499,600
424,617
516,1042
477,957
558,1132
732,1477
206,810
205,398
224,435
332,624
347,735
468,885
559,1160
204,315
653,1298
531,668
373,729
220,471
186,385
672,1301
176,531
101,220
558,1063
169,601
362,711
367,681
609,1218
384,755
317,653
418,737
117,229
219,434
108,542
132,609
524,1016
203,430
369,737
301,612
132,670
226,554
174,396
225,439
336,664
211,384
396,789
186,327
609,1215
196,428
492,957
380,771
156,350
354,715
388,760
381,769
153,273
613,1224
477,1019
642,1266
596,1180
351,716
468,970
260,426
564,1141
413,753
291,602
131,592
555,664
553,1103
665,1325
992,1483
507,1010
649,1278
126,556
355,715
187,511
238,364
212,436
648,1306
127,595
204,389
305,584
372,763
389,769
392,699
348,683
174,561
334,585
583,1158
174,379
342,660
204,392
196,392
521,1025
185,370
204,360
509,962
469,930
646,1249
390,779
345,1050
219,438
108,509
123,720
220,555
233,579
247,901
673,1353
212,440
439,629
369,721
160,711
239,470
185,440
179,653
315,629
565,1111
335,672
162,590
474,910
353,702
315,627
210,410
472,945
103,538
232,447
221,422
454,557
691,1327
348,694
257,456
165,411
511,1057
426,799
407,824
688,1397
368,582
369,736
229,487
182,410
181,285
129,572
283,616
342,676
115,526
209,418
129,617
215,449
206,434
234,399
387,718
166,357
567,1164
410,780
587,1111
222,428
280,581
341,680
273,374
203,407
222,474
513,1057
449,840
345,763
111,563
224,440
342,665
365,739
189,364
328,609
763,1178
472,985
505,1012
208,608
207,418
368,693
444,799
230,654
624,1247
611,1240
353,677
186,386
376,751
116,531
105,543
401,758
205,338
370,813
179,411
210,447
519,1014
377,746
203,418
171,337
135,588
325,657
639,1254
395,587
408,743
365,790
232,480
385,1053
621,1292
385,731
366,737
251,516
185,376
214,419
319,600
626,1180
633,1264
497,937
342,684
204,423
628,1255
556,1105
168,363
105,594
385,765
174,534
386,732
195,364
403,764
279,527
379,748
246,494
456,985
209,436
393,711
111,499
207,444
425,652
377,749
548,664
122,565
326,675
463,920
572,1138
171,370
359,714
386,843
383,753
156,545
383,719
183,368
242,474
323,644
207,353
191,384
184,360
566,1129
635,1223
240,455
344,676
385,739
201,396
497,1011
349,677
150,340
336,604
385,751
521,1034
107,606
243,634
217,325
636,1230
604,1174
203,425
336,691
325,691
209,424
296,591
219,329
126,582
612,1218
374,768
336,660
381,808
375,699
852,1287
101,601
367,712
176,394
356,697
567,1134
532,1055
321,641
348,706
316,665
387,713
292,601
272,550
222,394
343,672
135,268
150,261
200,376
396,750
197,457
187,327
191,375
250,514
185,384
357,712
336,670
257,509
149,562
261,525
200,434
381,762
366,733
162,287
186,349
608,1227
116,541
374,742
238,462
351,601
360,721
123,391
179,387
331,662
376,735
306,689
111,527
196,411
178,329
244,452
359,722
335,666
313,572
207,412
118,503
532,1071
390,708
204,418
349,686
574,1124
437,644
146,519
646,1285
567,1107
409,803
112,612
571,1168
308,596
559,1121
180,347
253,523
164,315
232,457
414,843
407,824
387,559
523,1035
192,388
229,437
609,1181
134,280
376,715
484,587
111,681
618,1229
255,499
118,554
393,767
245,508
342,679
480,1028
629,1253
546,1085
403,801
636,1264
120,356
231,431
204,391
193,401
663,2235
101,641
509,1017
582,1180
417,840
106,587
129,290
101,660
206,606
417,793
739,1107
233,465
399,792
286,576
551,1077
108,519
526,969
403,709
672,1365
226,341
167,350
366,729
537,1059
376,741
104,678
291,644
347,682
167,343
196,431
585,1208
374,723
398,781
248,463
430,859
562,1160
211,542
200,401
349,708
262,527
380,777
328,672
238,353
111,611
158,333
121,523
210,394
364,736
324,574
587,1207
456,898
329,690
210,406
673,1267
201,425
522,1044
351,699
369,751
545,1124
562,1021
355,704
388,752
368,726
399,778
349,696
150,678
316,630
104,617
374,732
572,1119
406,787
201,424
514,1022
198,419
215,441
377,745
362,733
410,729
178,415
528,1053
555,1072
359,712
227,461
405,790
646,1109
370,1105
629,1273
320,608
457,977
182,543
107,684
144,552
212,386
408,817
184,347
569,1130
326,656
341,715
207,394
172,342
537,1133
351,657
624,1231
106,520
1143,1257
397,746
336,648
201,397
379,522
538,1065
604,1153
109,629
191,544
146,542
198,426
388,805
216,437
185,368
337,655
242,492
544,1069
512,1023
207,399
247,464
533,1030
561,1115
364,730
114,375
104,546
167,334
116,634
232,447
334,652
168,331
172,524
272,528
187,530
538,1076
1115,1641
685,1329
572,869
537,1078
630,1257
182,330
638,1174
366,591
388,747
418,835
199,391
123,615
229,503
103,528
510,1021
253,394
173,319
541,1119
182,389
650,1293
120,232
142,478
102,403
428,767
119,549
209,444
469,966
606,1194
556,1114
222,500
196,386
353,738
521,1083
476,946
204,441
111,655
325,646
506,989
177,346
102,433
474,944
392,766
573,682
105,366
193,322
392,759
388,759
575,1168
337,467
381,752
361,699
345,624
447,846
559,708
181,443
193,372
334,670
359,716
223,444
103,579
583,1197
144,258
520,1054
389,690
120,268
413,825
116,595
112,243
532,1049
538,1044
178,367
528,1094
162,321
564,1103
197,410
551,1183
177,360
650,1313
112,624
122,561
172,311
756,1143
682,1330
229,450
103,551
216,411
567,2080
348,682
537,1086
383,759
221,438
138,602
169,331
372,746
107,518
200,407
261,489
372,485
195,415
118,339
596,1191
522,637
742,1093
403,788
117,503
114,478
406,832
146,629
609,1214
305,626
433,658
355,711
180,375
357,711
194,523
370,692
180,405
686,1322
336,634
203,408
378,702
637,1282
102,566
118,360
403,769
292,589
324,628
236,461
419,831
661,770
442,979
403,806
188,376
581,1134
541,1081
549,1100
465,775
631,1288
320,652
357,702
181,685
326,667
585,1166
190,389
432,878
213,424
351,683
392,794
231,452
575,1144
290,595
215,441
577,971
396,791
152,312
374,705
149,273
328,658
750,1146
251,395
342,708
504,613
625,1276
402,552
184,378
370,728
107,524
236,397
677,1290
104,580
577,1159
590,1128
114,577
356,736
108,523
