apple tree	3.2090817862714682	3.1693365615852165	0.03974522468625156
apple pie	1.6603869670114508	1.6629852477619893	-0.0025982807505383894
crab apple	0.7777930660747857	0.7652210357471618	0.012572030327623896
apple orchard	0.7198039505880699	0.7137651984276124	0.006038752160457456
apple juice	0.6603756128099636	0.6717673281020451	-0.011391715292081446
apple orchards	0.5127891729181248	0.5056586929121005	0.007130480006024212
with apple	0.45303698917509966	0.4547314363250217	-0.0016944471499220869
apple from	0.43225865164298416	0.4264967626123964	0.0057618890305877754
apple blossoms	0.4308550683282562	0.4240786994996261	0.006776368828630107
apple sauce	0.42313003330117815	0.41561810607629884	0.007511927224879331
apple butter	0.3703223626079692	0.36896052843916843	0.001361834168800752
apple cider	0.3171622151637803	0.32164487075639886	-0.004482655592618549
apple on	0.2997973286203666	0.2968501403149829	0.0029471883053837243
apple with	0.2689170174193836	0.26772110689604545	0.0011959105233381971
his apple	0.25572065192607824	0.2533839782428372	0.0023366736832410276
on apple	0.2421098723611634	0.24224648555853173	-1.3661319736832072E-4
one apple	0.23100034012031992	0.2283422510756496	0.0026580890446703236
big apple	0.21047634978781046	0.21644074633984925	-0.005964396552038775
apple industry	0.20692202561053957	0.19901440751317045	0.007907618097369114
apple slices	0.2024793096750172	0.2025759474257274	-9.663775071018732E-5
apple ton	0.18518812565363163	0.18083599485324325	0.004352130800388388
sour apple	0.14931514010827163	0.14658174994654508	0.0027333901617265484
apple brandy	0.14622063073566624	0.1450112646171882	0.0012093661184780545
rotten apple	0.1450650262323398	0.1446187087690423	4.463174632974992E-4
apple jelly	0.13683540515047563	0.1348135578519481	0.0020218472985275367
good apple	0.12520947053577625	0.12385279030616538	0.0013566802296108651
apple leaves	0.1189902291248723	0.11525751641834289	0.00373271270652941
custard apple	0.11582818458625646	0.11486719150134758	9.609930849088844E-4
apple has	0.11449895119391296	0.11642868783750542	-0.0019297366435924632
falling apple	0.11083507984456119	0.10823680224614447	0.002598277598416715
some apple	0.10847354783233096	0.10784708795834429	6.264598739866747E-4
apple production	0.1065929524635859	0.10434125156129632	0.002251700902289574
each apple	0.10556260490029894	0.1047306458867292	8.319590135697396E-4
sweet apple	0.0987838272741346	0.09772719666386358	0.0010566306102710171
apple had	0.09602316929537114	0.096949791820977	-9.266225256058712E-4
small apple	0.09437331796645783	0.09423010771711683	1.4321024934100388E-4
apple into	0.09306390797078966	0.09267687849666825	3.8702947412140576E-4
apple fall	0.087564261698638	0.08569555055156526	0.0018687111470727439
ripe apple	0.08626788850306061	0.08492070459518594	0.0013471839078746603
apple cores	0.07358555102454074	0.07332019442781551	2.653565967252357E-4
pine apple	0.06984385862418464	0.06830719811211736	0.0015366605120672922
whole apple	0.06968554483333858	0.06830719811211736	0.0013783467212212252
apple strudel	0.06700897774997815	0.06715164220178464	-1.4266445180650055E-4
see apple	0.06447829071991781	0.06445730617573582	2.098454418199646E-5
apple seed	0.06210994099971409	0.061381545012788294	7.283959869257961E-4
apple box	0.06207165905231098	0.061381545012788294	6.901140395226872E-4
apple rust	0.060359386278973914	0.05907726366043642	0.0012821226185374933
your apple	0.059543269316378426	0.06099734419017685	-0.0014540748737984243
apple would	0.05773503638510705	0.057925968210819224	-1.9093182571217832E-4
